T(K),a,da/dT
329.777,0.205178973,0.009566507
330.79,0.215133975,0.009955002
333.829,0.224700482,0.009566507
335.855,0.224311988,0.000388494
337.881,0.234072742,0.009760754
339.907,0.243833497,0.009760754
341.933,0.243445002,0.000388494
343.959,0.253205757,0.009760754
345.985,0.262966511,0.009760754
348.011,0.272727266,0.009760754
350.037,0.272338771,0.000388494
352.063,0.282099526,0.009760754
354.089,0.281711032,0.000388494
356.115,0.291471786,0.009760754
358.141,0.30123254,0.009760754
361.18,0.300649799,0.000582742
363.206,0.310410553,0.009760754
365.232,0.320171308,0.009760754
367.258,0.319782813,0.000388494
369.284,0.329543568,0.009760754
371.31,0.329155073,0.000388494
373.336,0.338915828,0.009760754
375.362,0.348676582,0.009760754
377.388,0.348288088,0.000388494
379.414,0.358048842,0.009760754
381.44,0.357660348,0.000388494
383.466,0.367421103,0.009760754
385.492,0.377181857,0.009760754
387.518,0.376793363,0.000388494
389.544,0.386554117,0.009760754
391.57,0.386165623,0.000388494
393.596,0.395926377,0.009760754
396.635,0.395343636,0.000582742
398.661,0.40510439,0.009760754
400.687,0.404715896,0.000388494
402.713,0.41447665,0.009760754
404.739,0.414088156,0.000388494
406.765,0.42384891,0.009760754
408.791,0.423460416,0.000388494
410.817,0.43322117,0.009760754
412.843,0.442981925,0.009760754
413.856,0.442787678,0.000194247
416.895,0.452354185,0.009566507
417.908,0.452159938,0.000194247
420.947,0.461726445,0.009566507
422.973,0.461337951,0.000388494
424.999,0.471098705,0.009760754
427.025,0.470710211,0.000388494
429.051,0.480470965,0.009760754
431.077,0.480082471,0.000388494
433.103,0.489843225,0.009760754
435.129,0.489454731,0.000388494
437.155,0.499215485,0.009760754
439.181,0.50897624,0.009760754
441.207,0.508587745,0.000388494
443.233,0.508199251,0.000388494
445.259,0.517960006,0.009760754
447.285,0.517571511,0.000388494
449.311,0.527332266,0.009760754
451.337,0.526943771,0.000388494
453.363,0.536704526,0.009760754
455.389,0.536316031,0.000388494
457.415,0.546076786,0.009760754
459.441,0.545688291,0.000388494
461.467,0.555449046,0.009760754
463.493,0.555060552,0.000388494
466.532,0.564627059,0.009566507
468.558,0.564238564,0.000388494
470.584,0.56385007,0.000388494
472.61,0.573610825,0.009760754
474.636,0.57322233,0.000388494
476.662,0.582983085,0.009760754
478.688,0.58259459,0.000388494
480.714,0.582206096,0.000388494
487.805,0.601144863,0.018938767
493.883,0.610128629,0.008983766
499.961,0.608963146,0.001165483
506.039,0.617946912,0.008983766
512.117,0.626930678,0.008983766
518.195,0.635914443,0.008983766
524.273,0.644898209,0.008983766
530.351,0.653881975,0.008983766
536.429,0.652716492,0.001165483
543.52,0.66150601,0.008789519
549.598,0.670489776,0.008983766
555.676,0.669324293,0.001165483
563.78,0.677919565,0.008595271
570.871,0.686709083,0.008789519
577.962,0.685349353,0.00135973
584.04,0.694333119,0.008983766
590.118,0.703316884,0.008983766
596.196,0.702151401,0.001165483
602.274,0.700985918,0.001165483
608.352,0.709969684,0.008983766
614.43,0.71895345,0.008983766
620.508,0.727937216,0.008983766
626.586,0.726771733,0.001165483
631.651,0.735949746,0.009178013
637.729,0.734784263,0.001165483
643.807,0.743768028,0.008983766
649.885,0.742602545,0.001165483
654.95,0.751780558,0.009178013
661.028,0.750615075,0.001165483
667.106,0.759598841,0.008983766
673.184,0.758433358,0.001165483
679.262,0.767417124,0.008983766
685.34,0.766251641,0.001165483
690.405,0.775429654,0.009178013
696.483,0.774264171,0.001165483
702.561,0.783247936,0.008983766
707.626,0.7822767,0.000971236
713.704,0.781111217,0.001165483
719.782,0.790094983,0.008983766
725.86,0.7889295,0.001165483
731.938,0.787764017,0.001165483
737.003,0.79694203,0.009178013
743.081,0.795776547,0.001165483
748.146,0.80495456,0.009178013
754.224,0.803789077,0.001165483
760.302,0.812772843,0.008983766
765.367,0.811801607,0.000971236
771.445,0.810636124,0.001165483
776.51,0.819814137,0.009178013
781.575,0.818842901,0.000971236
785.627,0.818065912,0.000776989
790.692,0.817094676,0.000971236
795.757,0.826272689,0.009178013
799.809,0.825495701,0.000776989
804.874,0.824524465,0.000971236
808.926,0.833896725,0.00937226
813.991,0.832925489,0.000971236
818.043,0.8321485,0.000776989
