T(K),a,da/dT
413.856,0.450256642,0.000387699
415.882,0.46016468,0.009908039
417.908,0.459776981,0.000387699
419.934,0.469685019,0.009908039
421.96,0.479593058,0.009908039
423.986,0.479205358,0.000387699
426.012,0.489113397,0.009908039
428.038,0.488725697,0.000387699
430.064,0.488337998,0.000387699
432.09,0.498246036,0.009908039
435.129,0.497664487,0.000581549
437.155,0.507572526,0.009908039
439.181,0.507184826,0.000387699
441.207,0.517092865,0.009908039
443.233,0.516705165,0.000387699
445.259,0.526613204,0.009908039
447.285,0.526225504,0.000387699
449.311,0.525837805,0.000387699
451.337,0.535745844,0.009908039
453.363,0.545653882,0.009908039
455.389,0.545266183,0.000387699
457.415,0.544878483,0.000387699
459.441,0.554786522,0.009908039
461.467,0.554398822,0.000387699
463.493,0.554011123,0.000387699
465.519,0.563919161,0.009908039
467.545,0.563531462,0.000387699
469.571,0.5734395,0.009908039
471.597,0.573051801,0.000387699
473.623,0.572664101,0.000387699
476.662,0.58237829,0.009714189
478.688,0.581990591,0.000387699
480.714,0.581602891,0.000387699
482.74,0.581215192,0.000387699
484.766,0.59112323,0.009908039
486.792,0.590735531,0.000387699
488.818,0.590347831,0.000387699
490.844,0.60025587,0.009908039
496.922,0.60938851,0.00913264
503,0.608225411,0.001163098
509.078,0.617358051,0.00913264
515.156,0.62649069,0.00913264
521.234,0.625327592,0.001163098
527.312,0.634460232,0.00913264
533.39,0.643592871,0.00913264
539.468,0.652725511,0.00913264
545.546,0.651562412,0.001163098
551.624,0.660695052,0.00913264
557.702,0.659531954,0.001163098
563.78,0.668664593,0.00913264
569.858,0.677797233,0.00913264
575.936,0.676634135,0.001163098
582.014,0.685766774,0.00913264
586.066,0.684991375,0.000775399
593.157,0.693930165,0.00893879
600.248,0.702868955,0.00893879
605.313,0.701899706,0.000969249
611.391,0.711032346,0.00913264
617.469,0.709869248,0.001163098
623.547,0.719001887,0.00913264
629.625,0.717838789,0.001163098
635.703,0.726971428,0.00913264
641.781,0.736104068,0.00913264
646.846,0.735134819,0.000969249
652.924,0.733971721,0.001163098
659.002,0.743104361,0.00913264
665.08,0.752237,0.00913264
670.145,0.751267751,0.000969249
676.223,0.750104653,0.001163098
682.301,0.759237293,0.00913264
687.366,0.758268044,0.000969249
693.444,0.767400684,0.00913264
699.522,0.766237585,0.001163098
705.6,0.765074487,0.001163098
710.665,0.774400976,0.009326489
716.743,0.773237878,0.001163098
722.821,0.782370517,0.00913264
728.899,0.781207419,0.001163098
733.964,0.78023817,0.000969249
740.042,0.78937081,0.00913264
746.12,0.788207712,0.001163098
751.185,0.797534201,0.009326489
757.263,0.796371103,0.001163098
763.341,0.795208004,0.001163098
768.406,0.804534494,0.009326489
774.484,0.803371395,0.001163098
780.562,0.802208297,0.001163098
785.627,0.811534786,0.009326489
791.705,0.810371688,0.001163098
796.77,0.809402439,0.000969249
802.848,0.818535079,0.00913264
807.913,0.81756583,0.000969249
812.978,0.816596581,0.000969249
817.03,0.82611692,0.009520339
822.095,0.825147672,0.000969249
827.16,0.824178423,0.000969249
